Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
157,José Cifuentes,ec ECU,MF,Los Angeles FC,22,1999,26.1,94,3.61,78,4,3,6,2,1,14,0.54,10,0,1,2,0,1,Matches
158,Ronaldo Cisneros,mx MEX,FW,Atlanta Utd,25,1997,19.2,41,2.14,29,0,3,6,3,0,3,0.16,1,0,2,0,0,0,Matches
159,Abdoulaye Cissoko,fr FRA,DF,Seattle,22,1999,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
160,Caden Clark,us USA,"FW,MF",NY Red Bulls,18,2003,5.4,8,1.48,7,0,0,0,1,0,2,0.37,2,0,0,0,0,0,Matches
161,Steve Clark,us USA,GK,Dynamo FC,35,1986,32.3,7,0.22,5,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
162,Stefan Cleveland,us USA,GK,Seattle,27,1994,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
163,Jackson Conway,us USA,"FW,MF",Atlanta Utd,20,2001,0.4,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
164,Gabriele Corbo,it ITA,DF,CF Montréal,22,2000,12.6,10,0.79,10,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
165,Sergio Córdova,ve VEN,"FW,MF",Real Salt Lake,24,1997,25.3,58,2.3,37,0,9,6,5,1,7,0.28,3,0,2,2,0,0,Matches
166,Carlos Coronel,br BRA,GK,NY Red Bulls,25,1996,33,7,0.21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
167,Washington Corozo,ec ECU,"MF,FW",Austin,23,1998,0.6,1,1.76,0,0,0,1,0,0,1,1.76,0,0,0,1,0,0,Matches
168,Guzmán Corujo,uy URU,DF,Charlotte,25,1996,22.9,13,0.57,10,1,0,2,0,0,1,0.04,0,0,0,1,0,0,Matches
169,Douglas Costa,br BRA,"MF,FW",LA Galaxy,31,1990,15.6,73,4.66,55,8,3,2,5,0,4,0.26,3,0,0,0,1,0,Matches
170,Séga Coulibaly,fr FRA,DF,LA Galaxy,25,1996,23.9,11,0.46,9,0,0,2,0,0,1,0.04,0,0,0,1,0,0,Matches
171,Cade Cowell,us USA,"FW,MF",San Jose,18,2003,17.3,45,2.61,35,0,7,1,1,1,7,0.41,6,0,0,1,0,0,Matches
172,Brandan Craig,us USA,MF,Philadelphia,17,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
173,Maxime Crépeau,ca CAN,GK,Los Angeles FC,27,1994,33,7,0.21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
174,Domenico Criscito,it ITA,DF,Toronto FC,35,1986,13.2,39,2.96,27,7,1,3,1,0,1,0.08,0,0,0,1,0,0,Matches
175,Daniel Crisostomo,us USA,MF,Los Angeles FC,25,1997,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
176,Cody Cropper,us USA,GK,Vancouver,28,1993,13.7,1,0.07,1,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
177,Allan Cruz,cr CRC,MF,FC Cincinnati,25,1996,4.5,9,2.01,8,1,0,0,0,0,1,0.22,1,0,0,0,0,0,Matches
178,Andrés Cubas,py PAR,MF,Vancouver,25,1996,15,25,1.67,21,0,0,2,1,1,1,0.07,1,0,0,0,0,0,Matches
179,Cucho,co COL,FW,Columbus Crew,22,1999,14.4,57,3.95,40,0,12,0,4,1,3,0.21,2,0,1,0,0,0,Matches
180,Rafael Czichos,de GER,DF,Chicago Fire,31,1990,25.9,26,1,22,0,0,3,1,0,2,0.08,2,0,0,0,0,0,Matches
181,Cristián Dajome,co COL,"DF,MF",Vancouver,28,1994,20,55,2.76,34,2,8,3,7,1,5,0.25,4,0,1,0,0,0,Matches
182,Jesús Daniel Bueno,ve VEN,MF,Philadelphia,22,1999,0.1,1,6.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
183,Abu Danladi,gh GHA,"FW,MF",Minnesota Utd,26,1995,7,13,1.84,11,0,1,0,1,0,0,0,0,0,0,0,0,0,Matches
184,Bode Davis,us USA,"MF,FW",Real Salt Lake,19,2002,1,5,4.95,4,0,1,0,0,0,1,0.99,1,0,0,0,0,0,Matches
185,Jake Davis,us USA,"MF,FW",Sporting KC,20,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
186,Sean Davis,us USA,MF,Nashville,28,1993,31.5,52,1.65,42,0,1,6,3,0,3,0.1,0,0,0,2,1,0,Matches
187,Miloš Degenek,au AUS,DF,Columbus Crew,27,1994,24.8,17,0.68,11,1,1,2,0,2,1,0.04,0,0,0,1,0,0,Matches
188,Alex DeJohn,us USA,DF,Atlanta Utd,30,1991,4.6,1,0.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
189,A.J. DeLaGarza,gu GUM,"DF,MF",New England,34,1987,3.2,2,0.62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
190,Marky Delgado,us USA,MF,LA Galaxy,26,1995,27.9,71,2.54,67,0,0,2,0,2,4,0.14,4,0,0,0,0,0,Matches
191,Nick DePuy,us USA,DF,LA Galaxy,27,1994,14.4,7,0.49,4,0,0,3,0,0,1,0.07,0,0,0,1,0,0,Matches
192,Silvester van der Water,nl NED,FW,Orlando City,25,1996,0.5,2,4.29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
193,Joey DeZart,us USA,DF,Orlando City,23,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
194,Luis Díaz,cr CRC,FW,Columbus Crew,23,1998,17,52,3.05,41,0,6,0,5,0,8,0.47,8,0,0,0,0,0,Matches
195,Bakaye Dibassy,ml MLI,DF,Minnesota Utd,32,1989,25.1,10,0.4,8,0,0,1,1,0,0,0,0,0,0,0,0,0,Matches
196,Clément Diop,sn SEN,GK,Inter Miami,28,1993,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
197,Sofiane Djeffal,fr FRA,MF,D.C. United,22,1999,18.7,27,1.44,20,3,0,2,2,0,4,0.21,2,2,0,0,0,0,Matches
198,Moussa Djitte,sn SEN,FW,Austin,22,1999,5.1,9,1.75,3,0,1,3,2,0,1,0.19,0,0,0,1,0,0,Matches
199,Ethan Dobbelaere,us USA,"DF,MF",Seattle,19,2002,3,3,0.99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
200,Cecilio Domínguez,py PAR,"FW,MF",Austin,27,1994,3.1,8,2.57,6,1,0,1,0,0,1,0.32,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
201,Christopher Donovan,us USA,FW,Philadelphia,21,2000,1.2,1,0.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
202,Griffin Dorsey,us USA,DF,Dynamo FC,22,1999,18.3,22,1.21,20,0,0,2,0,0,6,0.33,5,0,0,1,0,0,Matches
203,Hassani Dotson,us USA,"DF,MF",Minnesota Utd,24,1997,7,20,2.86,14,0,1,1,4,0,2,0.29,2,0,0,0,0,0,Matches
204,Sebastián Driussi,ar ARG,MF,Austin,25,1996,32,101,3.16,69,1,7,10,11,3,19,0.59,12,0,2,2,2,1,Matches
205,Bryce Duke,us USA,"MF,FW",Inter Miami,20,2001,16.4,52,3.17,46,4,1,1,0,0,10,0.61,10,0,0,0,0,0,Matches
206,Cameron Duke,us USA,"MF,FW",Sporting KC,20,2001,13.6,35,2.57,26,1,5,0,2,1,7,0.51,5,0,1,0,1,0,Matches
207,Kyle Duncan,us USA,"DF,MF",NY Red Bulls,24,1997,6.6,16,2.43,11,3,1,1,0,0,3,0.46,2,0,1,0,0,0,Matches
208,Jhon Durán,co COL,FW,Chicago Fire,18,2003,15.2,28,1.84,12,0,4,4,6,2,5,0.33,3,0,0,0,2,0,Matches
209,Chris Durkin,us USA,MF,D.C. United,21,2000,24.9,48,1.93,37,2,0,3,4,2,10,0.4,7,0,0,0,3,0,Matches
210,Dom Dwyer,us USA,FW,Atlanta Utd,31,1990,6.9,16,2.34,14,0,1,1,0,0,2,0.29,1,0,1,0,0,0,Matches
211,Jeremy Ebobisse,us USA,FW,San Jose,24,1997,32.7,73,2.23,56,0,6,7,4,0,6,0.18,4,0,0,2,0,0,Matches
212,Daniel Edelman,us USA,MF,NY Red Bulls,18,2003,11,14,1.27,14,0,0,0,0,0,2,0.18,2,0,0,0,0,0,Matches
213,Javier Eduardo López,mx MEX,"MF,FW",San Jose,27,1994,2.6,6,2.31,4,2,0,0,0,0,1,0.38,1,0,0,0,0,0,Matches
214,Earl Edwards Jr.,us USA,GK,New England,30,1992,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
215,Raheem Edwards,ca CAN,DF,LA Galaxy,26,1995,25.3,71,2.81,56,3,6,3,3,0,11,0.44,9,0,2,0,0,0,Matches
216,Tom Edwards,eng ENG,DF,NY Red Bulls,23,1999,18.4,34,1.85,18,15,0,0,0,1,2,0.11,1,1,0,0,0,0,Matches
217,Jack Elliott,eng ENG,DF,Philadelphia,26,1995,31.8,15,0.47,10,0,0,5,0,0,5,0.16,4,0,0,1,0,0,Matches
218,Kalil ElMedkhar,us USA,"FW,MF",FC Dallas,22,1999,1.1,2,1.76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
219,Franco Escobar,ar ARG,DF,Los Angeles FC,26,1995,12.8,27,2.1,20,3,2,0,1,1,3,0.23,3,0,0,0,0,0,Matches
220,Cristian Espinoza,ar ARG,"FW,MF",San Jose,26,1995,31.6,133,4.2,64,45,7,12,5,0,20,0.63,12,3,0,4,1,0,Matches
221,Jhon Espinoza,ec ECU,"DF,FW",Chicago Fire,22,1999,5.5,8,1.46,5,0,2,0,0,1,0,0,0,0,0,0,0,0,Matches
222,Roger Espinoza,hn HON,MF,Sporting KC,35,1986,20.8,58,2.79,48,0,2,5,2,1,6,0.29,5,0,0,1,0,0,Matches
223,Lucas Esteves,br BRA,"DF,MF",Colorado Rapids,21,2000,25.2,51,2.02,41,1,2,3,1,3,6,0.24,6,0,0,0,0,0,Matches
224,Michael Estrada,ec ECU,FW,D.C. United,25,1996,9.6,18,1.88,13,0,4,1,0,0,5,0.52,4,0,1,0,0,0,Matches
225,Derrick Etienne,ht HAI,"FW,DF",Columbus Crew,25,1996,24.6,76,3.09,62,0,5,6,1,2,8,0.33,8,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
226,Diego Fagúndez,uy URU,FW,Austin,26,1995,30,119,3.96,79,28,4,4,3,1,16,0.53,13,2,1,0,0,0,Matches
227,Mamadou Fall,sn SEN,DF,Los Angeles FC,19,2002,13.3,12,0.9,10,0,0,1,0,1,2,0.15,1,0,0,1,0,0,Matches
228,Marco Farfan,us USA,DF,FC Dallas,23,1998,30.3,58,1.92,43,9,1,0,5,0,8,0.26,5,1,0,0,2,0,Matches
229,Andrew Farrell,us USA,DF,New England,29,1992,30.9,25,0.81,22,0,0,2,0,1,3,0.1,3,0,0,0,0,0,Matches
230,Mohamed Farsi,ca CAN,"DF,FW",Columbus Crew,22,1999,0.9,5,5.29,4,1,0,0,0,0,2,2.12,1,1,0,0,0,0,Matches
231,Felipe,br BRA,"MF,FW",Austin,31,1990,8.2,20,2.44,18,0,1,0,1,0,6,0.73,5,0,0,0,1,0,Matches
232,Omir Fernandez,us USA,"MF,FW",NY Red Bulls,22,1999,16,53,3.31,37,0,4,2,9,1,7,0.44,6,0,0,0,1,0,Matches
233,Jesús Ferreira,us USA,"FW,MF",FC Dallas,21,2000,29.5,99,3.35,67,17,8,6,0,1,13,0.44,9,0,4,0,0,0,Matches
234,Sebastián Ferreira,py PAR,FW,Dynamo FC,23,1998,25.8,54,2.1,42,0,5,5,1,1,5,0.19,2,0,3,0,0,0,Matches
235,Stuart Findlay,sct SCO,DF,Philadelphia,26,1995,4,2,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
236,Ethan Finlay,us USA,FW,Austin,31,1990,20.3,37,1.83,31,1,0,3,1,1,7,0.35,6,0,0,1,0,0,Matches
237,Oniel Fisher,jm JAM,DF,Minnesota Utd,30,1991,7,5,0.71,5,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
238,Leon Flach,us USA,MF,Philadelphia,20,2001,30.5,49,1.61,41,0,0,2,5,1,2,0.07,2,0,0,0,0,0,Matches
239,Ashley Fletcher,eng ENG,FW,NY Red Bulls,26,1995,2.8,7,2.53,6,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
240,Kristian Fletcher,us USA,FW,D.C. United,16,2005,0.7,1,1.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
241,Edison Flores,pe PER,MF,D.C. United,27,1994,9.2,27,2.93,22,0,1,1,2,1,1,0.11,1,0,0,0,0,0,Matches
242,George Fochive,us USA,MF,Portland Timbers,29,1992,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
243,Nathan Fogaça,br BRA,FW,Portland Timbers,22,1999,4.5,10,2.21,8,0,1,1,0,0,1,0.22,1,0,0,0,0,0,Matches
244,Andreu Fontàs,es ESP,DF,Sporting KC,32,1989,27.1,41,1.51,32,1,0,7,0,1,3,0.11,2,0,0,1,0,0,Matches
245,Kortne Ford,us USA,DF,Sporting KC,26,1996,9,8,0.89,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
246,Taxiarchis Fountas,gr GRE,"MF,FW",D.C. United,26,1995,16.3,38,2.33,20,1,1,10,4,2,6,0.37,4,0,1,1,0,0,Matches
247,Franco Fragapane,ar ARG,FW,Minnesota Utd,28,1993,22.4,89,3.97,75,1,5,2,2,4,9,0.4,3,1,2,1,0,2,Matches
248,Alan Franco,ar ARG,DF,Atlanta Utd,25,1996,30.2,28,0.93,25,1,0,1,0,1,4,0.13,4,0,0,0,0,0,Matches
249,Alan Franco,ec ECU,MF,Charlotte,23,1998,8.7,12,1.38,11,0,0,0,1,0,2,0.23,1,0,0,0,1,0,Matches
250,Kobe Franklin,ca CAN,DF,Toronto FC,18,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
251,Stefan Frei,ch SUI,GK,Seattle,35,1986,27,2,0.07,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
252,Christian Fuchs,at AUT,DF,Charlotte,35,1986,21.6,34,1.58,29,4,0,1,0,0,3,0.14,3,0,0,0,0,0,Matches
253,Ruben Gabrielsen,no NOR,DF,Austin,29,1992,30.4,17,0.56,17,0,0,0,0,0,2,0.07,2,0,0,0,0,0,Matches
254,Ray Gaddis,us USA,DF,FC Cincinnati,32,1990,12.6,19,1.51,16,1,1,0,0,1,1,0.08,0,0,0,0,0,1,Matches
255,McKinze Gaines,us USA,"MF,FW",Charlotte,23,1998,11.9,25,2.09,20,0,2,2,1,0,5,0.42,4,0,0,0,1,0,Matches
256,Jon Gallagher,ie IRL,DF,Austin,25,1996,23.6,31,1.31,25,2,0,1,2,1,4,0.17,4,0,0,0,0,0,Matches
257,Pedro Gallese,pe PER,GK,Orlando City,31,1990,32,2,0.06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
258,Christopher Garcia,us USA,"MF,FW",Real Salt Lake,19,2003,0,1,22.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
259,Mender García,co COL,FW,Minnesota Utd,23,1998,5.9,7,1.18,6,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
260,Chase Gasper,us USA,DF,LA Galaxy,26,1996,9.3,9,0.96,8,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
261,Ryan Gauld,sct SCO,"MF,FW",Vancouver,26,1995,24.9,104,4.18,74,12,7,6,5,0,11,0.44,9,1,1,0,0,0,Matches
262,Dániel Gazdag,hu HUN,MF,Philadelphia,25,1996,32.5,105,3.23,79,6,2,5,12,1,19,0.58,16,0,1,0,2,0,Matches
263,Kieran Gibbs,eng ENG,DF,Inter Miami,32,1989,7.1,9,1.27,6,1,0,0,0,2,0,0,0,0,0,0,0,0,Matches
264,Carles Gil,es ESP,MF,New England,29,1992,32.3,216,6.68,147,46,10,4,9,0,20,0.62,16,3,0,0,1,0,Matches
265,Nacho Gil,es ESP,"FW,MF",New England,26,1995,2.2,9,4.03,7,0,1,0,1,0,0,0,0,0,0,0,0,0,Matches
266,Gastón Giménez,py PAR,MF,Chicago Fire,30,1991,18.8,50,2.65,35,8,2,4,0,1,6,0.32,4,0,0,2,0,0,Matches
267,Francisco Ginella,uy URU,MF,Los Angeles FC,23,1999,4.9,16,3.23,13,0,0,1,0,2,4,0.81,3,0,0,0,0,1,Matches
268,Nicholas Gioacchini,us USA,"FW,MF",Orlando City,21,2000,1.5,4,2.61,2,0,0,1,1,0,0,0,0,0,0,0,0,0,Matches
269,Justen Glad,us USA,DF,Real Salt Lake,24,1997,25.6,17,0.66,13,1,0,2,1,0,2,0.08,2,0,0,0,0,0,Matches
270,Jakob Glesnes,no NOR,DF,Philadelphia,27,1994,34,29,0.85,24,2,0,3,0,0,5,0.15,4,0,0,1,0,0,Matches
271,Chris Gloster,us USA,DF,NYCFC,21,2000,5.3,14,2.62,13,1,0,0,0,0,1,0.19,1,0,0,0,0,0,Matches
272,Marcus Godinho,ca CAN,DF,Vancouver,24,1997,11.3,21,1.85,15,1,2,0,2,1,2,0.18,1,0,0,0,1,0,Matches
273,Aníbal Godoy,pa PAN,MF,Nashville,31,1990,10.5,11,1.05,10,0,0,0,0,1,2,0.19,1,0,0,0,0,1,Matches
274,Erik Godoy,ar ARG,DF,Vancouver,28,1993,5,4,0.79,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
275,Eulânio Ângelo Chipela Gomes,gw GNB,DF,FC Dallas,27,1994,13.2,22,1.66,16,1,2,0,1,2,3,0.23,2,0,0,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
276,Yeimar Gómez Andrade,co COL,DF,Seattle,29,1992,25.7,14,0.54,10,0,0,2,0,2,2,0.08,1,0,0,1,0,0,Matches
277,Jonathan González,mx MEX,"MF,FW",Minnesota Utd,22,1999,2.2,3,1.39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
278,Omar Gonzalez,us USA,DF,New England,33,1988,8.5,2,0.24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
279,Samuel Grandsir,fr FRA,"FW,MF",LA Galaxy,25,1996,17.9,56,3.13,42,3,5,4,2,0,6,0.34,6,0,0,0,0,0,Matches
280,Tayvon Gray,us USA,DF,NYCFC,19,2002,20.9,28,1.34,22,1,3,2,0,0,2,0.1,2,0,0,0,0,0,Matches
281,Gregore,br BRA,MF,Inter Miami,27,1994,30,63,2.1,57,1,2,1,1,1,4,0.13,3,1,0,0,0,0,Matches
282,Ján Greguš,sk SVK,MF,San Jose,31,1991,18.7,52,2.78,38,9,1,1,1,2,8,0.43,6,2,0,0,0,0,Matches
283,Julian Gressel,us USA,DF,D.C. United,28,1993,15.3,67,4.37,33,30,1,2,1,0,9,0.59,6,3,0,0,0,0,Matches
284,Julian Gressel,us USA,"MF,DF",Vancouver,28,1993,10.8,38,3.52,25,9,0,2,0,2,3,0.28,2,0,0,0,0,1,Matches
285,Raúl Gudiño,mx MEX,GK,Atlanta Utd,25,1996,5.5,2,0.36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
286,Sami Guediri,us USA,DF,D.C. United,24,1997,8.9,16,1.79,12,2,1,0,0,1,0,0,0,0,0,0,0,0,Matches
287,Brian Gutiérrez,us USA,"FW,MF",Chicago Fire,18,2003,18.2,67,3.67,51,2,8,3,3,0,10,0.55,9,0,0,1,0,0,Matches
288,Cristián Gutiérrez,cl CHI,DF,Vancouver,24,1997,6.8,17,2.48,11,5,0,1,0,0,1,0.15,1,0,0,0,0,0,Matches
289,Diego Gutierrez,us USA,FW,Portland Timbers,22,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
290,Felipe Gutiérrez,cl CHI,MF,Colorado Rapids,31,1990,9.3,37,3.97,26,10,0,0,1,0,2,0.21,2,0,0,0,0,0,Matches
291,Andrew Gutman,us USA,DF,Atlanta Utd,25,1996,21.8,40,1.83,31,3,2,2,1,1,3,0.14,3,0,0,0,0,0,Matches
292,Brad Guzan,us USA,GK,Atlanta Utd,37,1984,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
293,Justin Haak,us USA,"MF,DF",NYCFC,20,2001,8.5,6,0.7,5,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
294,Luke Haakenson,us USA,"MF,FW",Nashville,24,1997,6.6,16,2.42,11,0,2,1,2,0,4,0.6,3,0,1,0,0,0,Matches
295,Teenage Hadebe,zw ZIM,DF,Dynamo FC,26,1995,20.1,17,0.85,9,0,1,5,0,2,1,0.05,0,0,0,1,0,0,Matches
296,Nick Hagglund,us USA,DF,FC Cincinnati,29,1992,30.2,26,0.86,24,2,0,0,0,0,3,0.1,3,0,0,0,0,0,Matches
297,Marlon Hairston,us USA,DF,Columbus Crew,27,1994,1.7,4,2.35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
298,Siad Haji,so SOM,"DF,FW",San Jose,22,1999,0.2,2,12.86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
299,Michael Halliday,us USA,"DF,MF",Orlando City,19,2003,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
300,Ahmed Hamdi,eg EGY,MF,CF Montréal,23,1998,3.7,7,1.9,5,1,1,0,0,0,2,0.54,1,0,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
301,Bill Hamid,us USA,GK,D.C. United,31,1990,9.5,1,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
302,Niko Hansen,dk DEN,"FW,MF",Minnesota Utd,27,1994,1.1,4,3.6,2,0,0,1,1,0,1,0.9,1,0,0,0,0,0,Matches
303,Cameron Harper,us USA,"DF,FW",NY Red Bulls,20,2001,8.5,19,2.24,14,1,2,1,1,0,3,0.35,2,0,1,0,0,0,Matches
304,Nathan Harriel,us USA,DF,Philadelphia,20,2001,19.6,35,1.78,23,6,2,1,2,1,3,0.15,0,1,1,1,0,0,Matches
305,Calvin Harris,eng ENG,"DF,FW",FC Cincinnati,21,2000,2,5,2.51,5,0,0,0,0,0,1,0.5,1,0,0,0,0,0,Matches
306,Thomas Hasal,ca CAN,GK,Vancouver,22,1999,16.8,2,0.12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
307,Jacori Hayes,us USA,MF,Minnesota Utd,26,1995,0.8,1,1.2,1,0,0,0,0,0,1,1.2,1,0,0,0,0,0,Matches
308,Héber,br BRA,FW,NYCFC,30,1991,11.2,23,2.04,15,0,1,7,0,0,1,0.09,0,0,0,1,0,0,Matches
309,Matt Hedges,us USA,DF,FC Dallas,31,1990,24.7,14,0.57,12,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches
310,Chris Hegardt,us USA,"MF,FW",Charlotte,20,2002,0.2,4,18.95,3,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
311,Doneil Henry,ca CAN,DF,Toronto FC,28,1993,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
312,Doneil Henry,ca CAN,DF,Los Angeles FC,28,1993,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
313,Fabian Herbers,de GER,"FW,MF",Chicago Fire,28,1993,12,34,2.84,27,0,0,2,3,2,4,0.33,4,0,0,0,0,0,Matches
